codcentro	dencentro	nombrecentro	telefono	email	muunicipio	materia	clave	codcentro	enseñanza	curso	modalidad	nalumnos
22005340	Colegio de Educación Infantil y Primaria	VALLE DEL GUARGA	974 33 79 50	cpaineto@educa.aragon.es	Sabiñánigo	Aragonés	22005340	22005340	primaria	cuarto	Lengua Aragonesa	3
22005340	Colegio de Educación Infantil y Primaria	VALLE DEL GUARGA	974 33 79 50	cpaineto@educa.aragon.es	Sabiñánigo	Aragonés	22005340	22005340	primaria	sexto	Lengua Aragonesa	1
22005340	Colegio de Educación Infantil y Primaria	VALLE DEL GUARGA	974 33 79 50	cpaineto@educa.aragon.es	Sabiñánigo	Aragonés	22005340	22005340				0
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	infantil	segundo	Bilingüe Catalán	1
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	infantil	primero	Bilingüe Catalán	3
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	infantil	tercero	Bilingüe Catalán	1
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	primaria	primero	Bilingüe Catalán	2
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	primaria	segundo	Bilingüe Catalán	1
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	primaria	tercero	Bilingüe Catalán	1
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	primaria	cuarto	Bilingüe Catalán	3
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	primaria	quinto	Bilingüe Catalán	2
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005	infantil	sexto	Bilingüe Catalán	3
22011005	Colegio de Educación Infantil y Primaria	MONTANUY	974 55 40 39	ceipmontanuy@educa.aragon.es	Montanuy	Lengua Catalana	22011005	22011005				0
22006095	Instituto de Enseñanza Secundaria	Castejón de Sos		iescastejons@educa.aragon.es	Castejón de Sos	Aragonés	22006095	22006095	eso	primero	Lengua Aragonesa	3
22006095	Instituto de Enseñanza Secundaria	Castejón de Sos		iescastejons@educa.aragon.es	Castejón de Sos	Aragonés	22006095	22006095	eso	tercero	Lengua Aragonesa	1
22006095	Instituto de Enseñanza Secundaria	Castejón de Sos		iescastejons@educa.aragon.es	Castejón de Sos	Aragonés	22006095	22006095	eso	cuarto	Lengua Aragonesa	1
22006095	Instituto de Enseñanza Secundaria	Castejón de Sos		iescastejons@educa.aragon.es	Castejón de Sos	Aragonés	22006095	22006095				0
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598	eso	primero	Lengua Catalana	48
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598	eso	segundo	Lengua Catalana	48
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598	eso	tercero	Lengua Catalana	17
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598	eso	cuarto	Lengua Catalana	30
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598	bachillerato	segundo	Lengua Catalana	9
44004598	Instituto de Enseñanza Secundaria	MATARRAÑA		iesvalderrobres@educa.aragon.es	Valderrobres	Lengua Catalana	44004598	44004598				0
